close,rsi,ema_fast,ema_slow,momentum,label
77656.75,59.2,77606.01,77577.46,-131.02000000000407,SELL
77330.26,42.04,77606.87,77566.03,-352.04000000000815,BUY
77397.27,42.08,77612.87,77548.5,-159.86999999999534,SELL
77245.77,34.63,77611.27,77540.73,-445.91999999999825,BUY
77313.0,39.2,77588.44,77551.72,-343.75,BUY
77330.01,43.2,77551.45,77554.8,-0.25,BUY
77479.13,49.17,77505.87,77560.74,81.86000000000058,BUY
77525.84,50.82,77476.12,77561.32,280.06999999999243,BUY
77557.01,46.92,77466.59,77557.33,244.00999999999476,BUY
77625.0,46.8,77436.29,77549.19,294.99000000000524,SELL
77502.4,40.14,77401.48,77542.03,23.269999999989523,SELL
77461.16,42.0,77417.4,77542.33,-64.67999999999302,BUY
77512.67,48.3,77426.42,77544.68,-44.33999999999651,SELL
77400.21,38.68,77456.55,77544.1,-224.7899999999936,BUY
77774.29,53.61,77500.03,77542.53,271.8899999999994,BUY
77983.31,71.64,77557.68,77541.02,522.1499999999942,BUY
77999.04,70.65,77596.9,77533.81,486.36999999999534,BUY
78102.53,80.4,77638.51,77537.96,702.3199999999924,SELL
78032.59,75.48,77675.51,77550.7,258.3000000000029,SELL
77999.99,73.46,77703.07,77552.01,16.680000000007567,BUY
78002.43,70.43,77755.49,77556.37,3.389999999999418,BUY
78101.44,71.59,77827.01,77590.93,-1.0899999999965075,SELL
77833.08,58.79,77882.43,77614.02,-199.50999999999476,BUY
